date,time,temp,weather,planting,yr_restored,burn_stat,trap_num,tag_num,capture_type,species,sex,age,female_cond,Weight_g,tl_mm,rhf_mm,bl_mm,notes,Initials
10/14/2024,7:22AM,42,clear skies,SBEE,2009,B,A2,285,N,P.leu,M,A,,33,71,19,63,10g,"LS, JZ, TC"
10/14/2024,7:22AM,42,clear skies,SBEE,2009,B,A1,1340,N,P.leu,F,A,P/L,46,70,19,63,10g,"LS, JZ, TC"
10/14/2024,7:22AM,42,clear skies,SBEE,2009,B,B2,334,N,P.man,M,A,,38,55,15,51,20g,"LS, JZ, TC"
10/14/2024,7:22AM,42,clear skies,SBEE,2009,B,B1,,TNC,,,,,,,,,,"LS, JZ, TC"
10/14/2024,7:22AM,42,clear skies,SBEE,2009,B,E4,,TNC,,,,,,,,,,"LS, JZ, TC"
10/14/2024,7:22AM,42,clear skies,SBEW,2009,B,A2,270,N,P.leu,M,A,,30,68,18,54,12g,"LS, JZ, TC"
10/14/2024,7:22AM,42,clear skies,SBEW,2009,B,D3,1472,R,P.leu,M,A,,33,60,16,61,13g,"LS, JZ, TC"
10/14/2024,7:22AM,42,clear skies,TC,2002.5,NB,D4,194,N,M.och,M,A,,47,34,16,85,10g,"LS, JZ, TC"
10/14/2024,7:22AM,42,clear skies,TCE,2002.5,NB,C5,,,B.brev,,,,,,,,deceased,"LS, JZ, TC"
10/14/2024,7:22AM,42,clear skies,TCE,2002.5,NB,D3,,TNC,,,,,,,,,,"LS, JZ, TC"
10/14/2024,7:22AM,42,clear skies,TCE,2002.5,NB,C4,1281,N,P.leu,M,A,,30,72,17,60,10g,"LS, JZ, TC"
10/14/2024,7:22AM,42,clear skies,TCE,2002.5,NB,A3,,TNC,,,,,,,,,,"LS, JZ, TC"
10/14/2024,7:22AM,42,clear skies,TCE,2002.5,NB,C2,165,R,P.leu,M,A,,30,70,18,62,10g,"LS, JZ, TC"
10/15/2024,7:00AM,37,clear skies,WH,1992,B,D5,1314,N,M.och,F,J,,35,21,14,65,15g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,WH,1992,B,D4,,N,B.brev,,,,,,,,deceased,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,WH,1992,B,D1,1305,R,,,,,28,,,,10g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,WH,1992,B,C1,,T,,,,,,,,,,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,WH,1992,B,C2,,T,,,,,,,,,,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,WH,1992,B,D2,,T,,,,,,,,,,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,WH,1992,B,A3,2266,N,P.leu,M,A,,29,69,15,53,9g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,HF,2013,B,D5,2271,N,M.och,M,A,,47.5,27,16,75,13g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,HF,2013,B,E5,247,R,,,,,,,,,torpor,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,HF,2013,B,E4,3209,N,M.och,F,A,P,38,23,14,66,torpor,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,HF,2013,B,E3,1276,R,,,,,,,,,torpor,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,HF,2013,B,C2,1365,R,,,,,,,,,torpor,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,HF,2013,B,D2,2262,N,M.och,M,A,,50,28,15,66,12g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,HF,2013,B,C1,267,R,M.och,M,A,,49,27,13,90,11g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,HF,2013,B,D1,242,N,M.och,F,A,P,46,26,15,58,12g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,HF,2013,B,A2,219,R,,,,,60,,,,11g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,HF,2013,B,A5,2289,N,P.man,F,A,P/L,24,58,14,51,9g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,L,2001,NB,B1,1346,N,M.och,F,A,P,42,23,14,60,10g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,L,2001,NB,B2,1330,R,,,,,38,,,,10g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,L,2001,NB,A1,1370,N,M.och,M,A,,34,27.5,14,57,10g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,L,2001,NB,C2,,TNC,,,,,,,,,,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SBEW,2009,B,D3,2297,N,P.man,F,A,P/L,29,57,14,49,"9g, torpor","HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SBEW,2009,B,A4,,TNC,,,,,,,,,,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SBEW,2009,B,E2,,TNC,,,,,,,,,,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SBEE,2009,B,E3,1354,R,,,,,33,,,,13g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SBEE,2009,B,E1,2225,N,M.och,M,SA,,29,24,13,56,14.5g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SBEE,2009,B,D1,1310,N,M.och,F,J,,33.5,17,13,58,10g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SBEE,2009,B,B1,2216,N,M.och,F,A,P,44,26,16,62,9g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SBEE,2009,B,A1,2226,N,P.leu,F,A,P/L,25,71,16,56,9g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SBEE,2009,B,A2,2305,N,P.leu,M,A,,28,65,18,53,10g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SB,2009,B,A5,1369,R,P.man,M,A,,28,51,14,53,9g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SB,2009,B,B5,1376,R,,,,,,,,,deceased,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SB,2009,B,D5,1312,R,,,,,55,,,,11g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SB,2009,B,B4,2238,N,M.och,M,A,,53,30,15,66,10g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SB,2009,B,E5,2273,N,M.och,M,A,,46.5,32,16,66,9g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SB,2009,B,D4,2239,N,M.och,F,SA,,26,22,14,51,8g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,SB,2009,B,D1,2299,N,M.och,M,A,,39,32,16,71,10g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,TC,2002.5,NB,A4,,T,,,,,,,,,,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,TC,2002.5,NB,B3,,TNC,,,,,,,,,,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,TCE,2002.5,NB,B5,224,N,P.leu,M,A,,33,73,18,61,11g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,TCE,2002.5,NB,B4,1281,R,,,,,35,,,,11g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,TCE,2002.5,NB,E4,2300,N,P.leu,M,A,,28,64,15,53,10g,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,TCE,2002.5,NB,B3,,TNC,,,,,,,,,,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,TCE,2002.5,NB,B2,,TNC,,,,,,,,,,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,TCE,2002.5,NB,C1,,TNC,,,,,,,,,,"HJ, PG, KV, SB, OM"
10/15/2024,7:00AM,37,clear skies,TCE,2002.5,NB,E5,,TNC,,,,,,,,,,"HJ, PG, KV, SB, OM"
10/16/2024,8:00AM,31,"cold, sunny",WH,1992,B,C1,,TNC,,,,,,,,,,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",WH,1992,B,D3,,TNC,,,,,,,,,,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",HF,2013,B,B3,2276,N,M.och,F,A,,37,21,15,68,13g,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",HF,2013,B,A2,219,,,,,,,,,,deceased,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",HF,2013,B,B1,,TNC,,,,,,,,,,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",SB,2009,B,B4,2270,N,P.man,F,A,P/L,60,30,16,90,10g,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",SB,2009,B,C4,,TNC,,,,,,,,,,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",SB,2009,B,D1,1308,N,M.och,M,A,,39,30,18,82,10g,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",SB,2009,B,A2,1468,R,,,,,39,,,,11g,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",SBEE,2009,B,A1,2226,R,,,,,,,,,deceased,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",SBEE,2009,B,B1,2243,N,M.och,M,A,,51,32,17,89,12g,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",TC,2002.5,NB,A3,,TNC,,,,,,,,,,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",TCE,2002.5,NB,B5,,TNC,,,,,,,,,,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",TCE,2002.5,NB,B4,,N,,,,,,,,,deceased,"LS, JS, SS, AS, KL"
10/16/2024,8:00AM,31,"cold, sunny",TCE,2002.5,NB,A3,,TNC,,,,,,,,,,"LS, JS, SS, AS, KL"
10/17/2024,7:15AM,35,"sunny, windy",WH,1992,B,B3,,TNC,,,,,,,,,,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",WH,1992,B,C2,348,R,,,,,35,,,,15g,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",WH,1992,B,C4,,TNC,,,,,,,,,,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",WH,1992,B,C1,,TNC,,,,,,,,,,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",WH,1992,B,E3,,TNC,,,,,,,,,,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",WH,1992,B,D2,,TNC,,,,,,,,,,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",SB,2009,B,A1,,TNC,,,,,,,,,,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",SBEE,2009,B,B4,240,N,P.man,M,A,,48,53,14,59,27g,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",SBEE,2009,B,C1,2216,R,M.och,F,A,P/L,55,28,16,85,12g,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",TC,2002.5,NB,E1,194,R,,,,,51,,,,16g,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",TCE,2002.5,NB,D4,,TNC,,,,,,,,,,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",TCE,2002.5,NB,A4,,TNC,,,,,,,,,,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",TCE,2002.5,NB,B5,2282,N,P.leu,F,A,L,33,75,18,56,11g,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",TCE,2002.5,NB,B4,2223,N,P.leu,M,A,,28,62,17,57,10g,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",HF,2013,B,B3,2279,R,,,,,39,,,,15g,"LS, JZ, JN"
10/17/2024,7:15AM,35,"sunny, windy",HF,2013,B,E4,3209,R,,,,,38,,,,11g,"LS, JZ, JN"
10/18/2024,7:20AM,39,"cold, sunny",WH,1992,B,B1,2214,N,P.leu,F,A,L,33,74,18,61,11g,"LS, AP, CH"
10/18/2024,7:20AM,39,"cold, sunny",WH,1992,B,E1,TNC,,,,,,,,,,,"LS, AP, CH"
10/18/2024,7:20AM,39,"cold, sunny",WH,1992,B,A5,TNC,,,,,,,,,,,"LS, AP, CH"
10/18/2024,7:20AM,39,"cold, sunny",L,2001,NB,C2,TNC,,,,,,,,,,,"LS, AP, CH"
10/18/2024,7:20AM,39,"cold, sunny",HF,2013,B,C3,2212,N,P.man,M,A,,24,48,15,48,12g,"LS, AP, CH"
10/18/2024,7:20AM,39,"cold, sunny",SB,2009,B,D4,2265,N,M.och,F,A,P,65,32,16,85,14g,"LS, AP, CH"
10/18/2024,7:20AM,39,"cold, sunny",SBEE,2009,B,A1,2254,N,P.leu,M,A,,35,74,17,62,11g,"LS, AP, CH"
10/18/2024,7:20AM,39,"cold, sunny",SBEE,2009,B,B1,2216,R,M.och,,,,60,,,,12g,"LS, AP, CH"
10/18/2024,7:20AM,39,"cold, sunny",SBEE,2009,B,C2,2260,N,M.och,M,A,,48,30,17,85,10g,"LS, AP, CH"
10/18/2024,7:20AM,39,"cold, sunny",SBEW,2009,B,B1,1345,N,P.man,M,A,,30,61,15,55,11g,"LS, AP, CH"
10/18/2024,7:20AM,39,"cold, sunny",SBEW,2009,B,B3,2267,N,Z.hud,M,A,,26,110,25,64,10g,"LS, AP, CH"
10/18/2024,7:20AM,39,"cold, sunny",TC,2002.5,NB,D4,,TNC,,,,,,,,,,"LS, AP, CH"
10/18/2024,7:20AM,39,"cold, sunny",TCE,2002.5,NB,B4,2223,R,,,,,28,,,,10g,"LS, AP, CH"
10/18/2024,7:20AM,39,"cold, sunny",TCE,2002.5,NB,C2,165,R,,,,,32,,,,11g,"LS, AP, CH"
