date,time,temp,weather,planting,yr_restored,burn_stat,trap_num,tag_num,capture_type,species,sex,age,female_cond,Weight_g,tl_mm,rhf_mm,bl_mm,notes,Initials
6/1/2013,7:05AM,63,Overcast,HL,2001,B,C1,,TNC,,,,,,,,,,
6/1/2013,6:02AM,63,Overcast,HPN,2012,B,B3,,TNC,,,,,,,,,,
6/1/2013,6:02AM,63,Overcast,HPN,2012,B,D5,1074,N,P.man,F,A,P,30,53,16,,,
6/1/2013,6:02AM,63,Overcast,HPN,2012,B,B4,1075,N,P.man,F,A,,25,54,15,,,
6/1/2013,6:02AM,63,Overcast,HPN,2012,B,A3,1099,N,P.leu,M,SA,,19,56,21,,,
6/1/2013,6:02AM,63,Overcast,HPN,2012,B,E4,1100,N,P.man,M,SA,,20,53,19.5,,,
6/1/2013,6:36AM,63,Overcast,HPW,2008,B,A1,1049,N,P.man,F,A,,24,51,16,,,
6/1/2013,6:36AM,63,Overcast,HPW,2008,B,E1,1071,N,P.man,M,A,,23,53,15.5,,,
6/1/2013,6:36AM,63,Overcast,HPW,2008,B,B3,1072,N,P.man,M,SA,,18,50,17,,,
6/1/2013,6:36AM,63,Overcast,HPW,2008,B,A5,1073,N,P.man,F,SA,,25,46,16,,,
6/1/2013,7:15AM,63,Overcast,L,2011,B,B5,,TNC,,,,,,,,,,
6/1/2013,7:15AM,63,Overcast,L,2011,B,A1,,TNC,,,,,,,,,,
6/1/2013,7:15AM,63,Overcast,L,2011,B,E3,1070,N,P.man,F,SA,,21,52,15,,,
6/1/2013,7:35AM,63,Overcast,SF,2001,B,C1,1098,N,P.man,F,A,P,26,60,16,,,
6/2/2013,7:20AM,60,"Windy, overcast",HL,2001,B,B2,1055,N,P.man,M,SA,,28,46,15,,,
6/2/2013,7:20AM,60,"Windy, overcast",HL,2001,B,E4,1093,N,P.man,F,SA,,30,52,15,,,
6/2/2013,7:20AM,60,"Windy, overcast",HL,2001,B,C1,1094,N,P.man,F,SA,,28,51,16,,,
6/2/2013,6:17AM,60,"Windy, overcast",HPN,2012,B,C3,,TNC,,,,,,,,,,
6/2/2013,6:17AM,60,"Windy, overcast",HPN,2012,B,A3,1074,R,P.man,F,A,P,30,53,16,,,
6/2/2013,6:17AM,60,"Windy, overcast",HPN,2012,B,B4,1075,R,P.man,F,A,,25,54,15,,,
6/2/2013,6:17AM,60,"Windy, overcast",HPN,2012,B,B3,1096,N,P.man,M,SA,,31,44,15,,,
6/2/2013,6:17AM,60,"Windy, overcast",HPN,2012,B,E4,1097,N,P.man,M,SA,,24.5,46,15,,Body length 47,
6/2/2013,6:17AM,60,"Windy, overcast",HPN,2012,B,B5,1100,R,P.man,M,SA,,20,53,19.5,,,
6/2/2013,6:53AM,60,"Windy, overcast",HPW,2008,B,C1,1049,R,P.man,F,A,,24,51,16,,,
6/2/2013,6:53AM,60,"Windy, overcast",HPW,2008,B,B3,1071,R,P.man,M,A,,23,53,15.5,,,
6/2/2013,6:53AM,60,"Windy, overcast",HPW,2008,B,A5,1073,R,P.man,F,SA,,25,46,16,,,
6/2/2013,7:50AM,60,"Windy, overcast",L,2011,B,A4,1004,N,P.man,M,A,,33,52,16,,,
6/2/2013,7:50AM,60,"Windy, overcast",L,2011,B,E5,1006,N,P.man,F,SA,,36,50.5,14.5,,,
6/2/2013,7:50AM,60,"Windy, overcast",L,2011,B,D3,1020,N,P.man,F,A,P,35.5,53,16,,,
6/2/2013,8:25AM,60,"Windy, overcast",SF,2001,B,E4,,TNC,,,,,,,,,,
6/2/2013,8:25AM,60,"Windy, overcast",SF,2001,B,B1,1056,N,P.man,F,A,P,36,53,15,,,
6/2/2013,8:25AM,60,"Windy, overcast",SF,2001,B,C5,1065,N,P.man,M,SA,,26,45,15,,,
6/3/2013,7:05AM,44,Foggy/sun,FC,2006.5,NB,,,No Captures,,,,,,,,,,
6/3/2013,5:54AM,44,Foggy/sun,MU,1986.5,B,E5,,TNC,,,,,,,,,,
6/3/2013,5:54AM,44,Foggy/sun,MU,1986.5,B,DI,,N,I.tri,,,,,,,,Broke bag,
6/3/2013,6:19AM,44,Foggy/sun,MUR,C,NB,B5,,T,,,,,,,,,,
6/3/2013,6:19AM,44,Foggy/sun,MUR,C,NB,B2,1062,N,P.man,M,SA,,14.5,45.5,14,,,
6/3/2013,6:19AM,44,Foggy/sun,MUR,C,NB,D3,,N,I.tri,F,A,L,,,,,Escaped,
6/3/2013,7:25AM,44,Foggy/sun,SB,2009,NB,A4,1054,N,P.man,M,A,,19.5,45,13.5,,,
6/3/2013,6:34AM,44,Foggy/sun,WH,1992,B,B4,,T,,,,,,,,,,
6/3/2013,6:34AM,44,Foggy/sun,WH,1992,B,A2,,T,,,,,,,,,,
6/3/2013,6:34AM,44,Foggy/sun,WH,1992,B,C4,1068,N,P.man,F,A,P,24,52.5,13.5,,,
6/3/2013,6:34AM,44,Foggy/sun,WH,1992,B,C3,,N,P.man,F,A,,17,51,14.5,,Escaped; bald nipples,
6/4/2013,7:05AM,52,Sunny,FC,2006.5,NB,A2,,TNC,,,,,,,,,,
6/4/2013,5:42AM,52,Sunny,MU,1986.5,B,B5,1064,N,P.man,M,SA,,17,45,15,,,
6/4/2013,5:42AM,52,Sunny,MUR,C,B,B2,,TNC,,,,,,,,,,
6/4/2013,7:25AM,52,Sunny,SB,2009,NB,A4,1048,N,P.man,F,A,P,23,58,16,,,
6/4/2013,6:34AM,52,Sunny,WH,1992,B,A5,,T,,,,,,,,,,
6/4/2013,6:34AM,52,Sunny,WH,1992,B,B2,1051,N,P.leu,F,A,PL,28.5,78,17.5,,,
6/4/2013,6:34AM,52,Sunny,WH,1992,B,C4,1068,R,P.man,F,A,P,24,52.5,13.5,,,
6/4/2013,6:34AM,52,Sunny,WH,1992,B,E4,1092,N,P.man,M,A,,21,47,16,,,
6/5/2013,5:42AM,57,Overcast,AG,PC,NB,A2,,TNC,,,,,,,,,,
6/5/2013,5:42AM,57,Overcast,AG,PC,NB,D1,1044,N,P.man,M,A,,16.5,43,14.5,,,
6/5/2013,5:42AM,57,Overcast,AG,PC,NB,C4,1046,N,P.man,F,A,,24,42,14,,Lost ear tag; found it the next day,
6/5/2013,5:42AM,57,Overcast,AG,PC,NB,A5,1048,R,P.man,F,A,P,23,58,16,,,
6/5/2013,7:15AM,57,Overcast,CCE,2007,B,B4,,TNC,,,,,,,,,,
6/5/2013,7:15AM,57,Overcast,CCE,2007,B,C2,1037,N,P.man,F,SA,,16,60,14,,,
6/5/2013,7:15AM,57,Overcast,CCE,2007,B,E4,1038,N,P.man,M,SA,,18.5,52,15,,,
6/5/2013,7:15AM,57,Overcast,CCE,2007,B,C4,1039,N,P.man,M,A,,20,55,14,,1 teste distended,
6/5/2013,7:15AM,57,Overcast,CCE,2007,B,B5,,N,P.man,M,SA,,14,55,14,,Lethargic; euthanized after not moving for 40 minutes,
6/5/2013,7:43AM,57,Overcast,CCW,2008,B,A4,,T,,,,,,,,,,
6/5/2013,7:43AM,57,Overcast,CCW,2008,B,B1,1031,N,P.man,M,A,,21,55,13,,1 teste distended,
6/5/2013,7:43AM,57,Overcast,CCW,2008,B,E3,1032,N,P.man,F,A,,21,54,14,,,
6/5/2013,7:43AM,57,Overcast,CCW,2008,B,D4,1033,N,P.man,M,SA,,16,49,13,,,
6/5/2013,7:43AM,57,Overcast,CCW,2008,B,C5,1034,N,P.man,M,A,,20.5,53,15,,,
6/5/2013,7:43AM,57,Overcast,CCW,2008,B,A5,1035,N,P.man,F,A,,16,50,15,,,
6/5/2013,6:30AM,57,Overcast,TC,2002.5,NB,E3,,T,,,,,,,,,,
6/5/2013,6:30AM,57,Overcast,TC,2002.5,NB,D1,,TNC,,,,,,,,,Trap was upside down,
6/5/2013,6:30AM,57,Overcast,TC,2002.5,NB,D4,1040,N,P.man,F,A,P,25,65,17,,,
6/5/2013,6:30AM,57,Overcast,TC,2002.5,NB,A3,1041,N,P.man,F,A,,19,48,14,,,
6/5/2013,6:15AM,57,Overcast,TCR,C,NB,E3,,TNC,,,,,,,,,,
6/5/2013,6:15AM,57,Overcast,TCR,C,NB,B3,1042,N,P.man,M,SA,,14.5,47,13,,,
6/5/2013,6:15AM,57,Overcast,TCR,C,NB,B2,1043,N,P.man,F,A,,19.5,52,15,,,
6/6/2013,5:53AM,55,Rainy,AG,PC,NB,E4,,T,P.man,,,,,,,,,
6/6/2013,5:53AM,55,Rainy,AG,PC,NB,E2,1028,N,P.man,M,A,,21,52,16,,,
6/6/2013,5:53AM,55,Rainy,AG,PC,NB,E1,1029,N,P.man,,SA,,20,51,15.5,,Tail length not reliable,
6/6/2013,5:53AM,55,Rainy,AG,PC,NB,D3,1030,N,P.man,M,A,,20,47.5,14.5,,,
6/6/2013,5:53AM,55,Rainy,AG,PC,NB,E1,1044,R,P.man,M,A,,16.5,43,14.5,,,
6/6/2013,5:53AM,55,Rainy,AG,PC,NB,A4,1047,N,P.man,M,A,,22.5,50.5,15.5,,,
6/6/2013,5:53AM,55,Rainy,AG,PC,NB,A5,1048,R,P.man,,,,,,,,,
6/6/2013,5:53AM,55,Rainy,AG,PC,NB,C4,1088,N,P.man,F,A,,22,46.5,15,,,
6/6/2013,5:53AM,55,Rainy,AG,PC,NB,B4,1089,N,P.man,M,A,,21,50.5,14,,,
6/6/2013,5:53AM,55,Rainy,AG,PC,NB,B1,1091,N,P.man,F,A,,22.5,50,14.5,,,
6/6/2013,6:55AM,55,Rainy,CCE,2007,B,E4,1025,N,P.man,M,SA,,18,40,12,,tick,
6/6/2013,6:55AM,55,Rainy,CCE,2007,B,B2,,T,P.man,,,,,,,,,
6/6/2013,6:55AM,55,Rainy,CCE,2007,B,C1,1037,R,P.man,F,SA,,16,60,14,,,
6/6/2013,6:55AM,55,Rainy,CCE,2007,B,B4,1039,R,P.man,M,A,,20,55,14,,,
6/6/2013,6:55AM,55,Rainy,CCE,2007,B,C5,1063,N,P.man,F,SA,,15,49.5,14,,Tail length not reliable,
6/6/2013,8:21AM,55,Rainy,CCW,2008,B,E2,1023,N,P.man,F,A,,23,60,14,,,
6/6/2013,8:21AM,55,Rainy,CCW,2008,B,B1,1031,R,P.man,M,A,,21,55,13,,,
6/6/2013,8:21AM,55,Rainy,CCW,2008,B,D3,1033,R,P.man,M,SA,,16,49,13,,,
6/6/2013,8:21AM,55,Rainy,CCW,2008,B,E4,,TNC,,,,,,,,,,
6/6/2013,8:21AM,55,Rainy,CCW,2008,B,D4,,TNC,,,,,,,,,Trap broken,
6/6/2013,8:21AM,55,Rainy,CCW,2008,B,E3,1034,R,P.man,M,A,,20.5,53,15,,,
6/6/2013,8:21AM,55,Rainy,CCW,2008,B,A5,1035,R,P.man,F,A,,16,50,15,,,
6/6/2013,8:21AM,55,Rainy,CCW,2008,B,D2,1053,N,P.man,M,A,,24,49,14.5,,,
6/6/2013,6:55AM,55,Rainy,TC,2002.5,NB,A2,1026,N,P.man,M,SA,,18,45,14.5,,,
6/6/2013,6:55AM,55,Rainy,TC,2002.5,NB,B3,1027,N,P.man,M,A,,18,49,13.5,,,
6/6/2013,6:55AM,55,Rainy,TC,2002.5,NB,A3,1041,R,P.man,F,A,,19,48,14,,,
6/6/2013,6:55AM,55,Rainy,TCR,C,NB,,,No Captures,,,,,,,,,No Captures,
7/23/2013,6:32AM,63,Clear,FC,2006.5,NB,,,No Captures,,,,,,,,,,
7/23/2013,5:40AM,63,Clear,L,2011,B,,,No Captures,,,,,,,,,,
7/23/2013,7:02AM,63,Clear,MU,1986.5,B,C2,,TNC,,,,,,,,,,
7/23/2013,6:15AM,63,Clear,MUR,C,B,A4,1005,N,P.man,M,SA,,13.5,50,15,,,
7/23/2013,6:15AM,63,Clear,MUR,C,B,E4,,,,,,,,,,,,
7/23/2013,6:15AM,63,Clear,MUR,C,B,E5,,N,I.tri,M,A,,155,,,,Escaped,
7/23/2013,6:15AM,63,Clear,MUR,C,B,E4,,N,I.tri,F,A,,145,,,,Escaped,
7/23/2013,6:15AM,63,Clear,MUR,C,B,E2,,N,I.tri,F,,,130,,,,Escaped,
7/23/2013,6:56AM,63,Clear,WH,1992,B,,,No Captures,,,,,,,,,,
7/24/2013,6:50AM,55,Clear,FC,2006.5,NB,A1,,TNC,,,,,,,,,,
7/24/2013,5:33AM,55,Clear,L,2011,B,C4,1060,N,P.man,M,A,,18.5,51,15,,,
7/24/2013,5:33AM,55,Clear,L,2011,B,A5,,N,I.tri,F,A,,124,,,,Escaped,
7/24/2013,7:38AM,55,Clear,MU,1986.5,B,D3,1015,N,P.man,M,A,,27.5,57,15,,,
7/24/2013,7:38AM,55,Clear,MU,1986.5,B,C1,1018,N,P.man,F,A,,29,52,13.5,,,
7/24/2013,7:38AM,55,Clear,MU,1986.5,B,D5,1022,N,P.man,M,SA,,23.5,50,14,,,
7/24/2013,5:50AM,55,Clear,MUR,C,B,C2,1009,N,I.tri,M,SA,,79,,,,,
7/24/2013,5:50AM,55,Clear,MUR,C,B,E5,1012,N,I.tri,F,A,,124,,,,,
7/24/2013,5:50AM,55,Clear,MUR,C,B,E4,,TNC,,,,,,,,,,
7/24/2013,5:50AM,55,Clear,MUR,C,B,A4,1058,N,P.man,M,A,,17,49.5,16.5,,,
7/24/2013,5:50AM,55,Clear,MUR,C,B,E2,,N,I.tri,F,A,,124,,,,Escaped,
7/24/2013,5:50AM,55,Clear,MUR,C,B,B3,,N,I.tri,M,SA,,69,,,,Dead,
7/24/2013,7:12AM,55,Clear,WH,1992,B,A1,1003,N,P.leu,F,A,,22,81.5,17.5,,,
7/24/2013,7:12AM,55,Clear,WH,1992,B,C3,1021,N,P.man,F,SA,,18,55,14.5,,,
7/24/2013,7:38AM,55,Clear,WH,1992,B,A5,,TNC,,,,,,,,,,
7/25/2013,7:11AM,55,Clear,AG,PC,NB,D5,1010,RNT,P.man,M,A,,17.5,48.5,14,,Ear damage from lost tag; tagged left ear,
7/25/2013,7:11AM,55,Clear,AG,PC,NB,E5,1024,RNT,P.man,M,A,,19,54,15,,Ear damage from lost tag; tagged left ear,
7/25/2013,7:11AM,55,Clear,AG,PC,NB,B3,,TNC,,,,,,,,,,
7/25/2013,7:44AM,55,Clear,SB,2009,NB,A1,4,N,M.och,M,A,,29,31,16,,,
7/25/2013,7:44AM,55,Clear,SB,2009,NB,D4,1085,RNT,P.man,M,A,,19,47,14,,Ear damage from lost tag; tagged left ear,
7/25/2013,7:44AM,55,Clear,SB,2009,NB,B5,,TNC,,,,,,,,,,
7/25/2013,7:44AM,55,Clear,SB,2009,NB,A2,,TNC,,,,,,,,,,
7/25/2013,7:44AM,55,Clear,SB,2009,NB,C1,1086,N,P.man,M,A,,16,47,14,,,
7/25/2013,7:44AM,55,Clear,SB,2009,NB,B2,1095,N,P.man,M,A,,19.5,51,14.5,,,
7/25/2013,,,,SF,2001,B,,,No Captures,,,,,,,,,,
7/25/2013,6:12AM,63,Clear,TC,2002.5,NB,E2,1014,N,P.man,M,A,,14,55,15,,,
7/25/2013,6:12AM,63,Clear,TC,2002.5,NB,C5,,TNC,,,,,,,,,,
7/25/2013,6:12AM,63,Clear,TC,2002.5,NB,D2,,TNC,,,,,,,,,,
7/25/2013,6:12AM,63,Clear,TC,2002.5,NB,E1,,TNC,,,,,,,,,,
7/25/2013,6:12AM,63,Clear,TC,2002.5,NB,D3,1059,N,P.man,F,SA,,13.5,55.5,14,,Tag not on properly,
7/25/2013,6:12AM,63,Clear,TC,2002.5,NB,D1,,N,P.man,M,A,,18,53,15,,,
7/25/2013,5:50AM,63,Clear,TCR,C,NB,B2,,TNC,,,,,,,,,,
7/25/2013,5:50AM,63,Clear,TCR,C,NB,B3,,TNC,,,,,,,,,,
7/25/2013,5:50AM,63,Clear,TCR,C,NB,D5,,TNC,,,,,,,,,,
7/25/2013,5:50AM,63,Clear,TCR,C,NB,E5,,N,I.tri,M,A,,175,,,,Dead,
7/25/2013,5:50AM,63,Clear,TCR,C,NB,A2,,N,I.tri,M,A,,130,,,,Escaped,
7/26/2013,7:18AM,63,Overcast,AG,PC,NB,D5,1010,R,P.man,M,A,,27,48.5,14,,Ear damage from lost tag; tagged left ear,
7/26/2013,7:18AM,63,Overcast,AG,PC,NB,A2,1024,R,P.man,M,A,,21,,,,,
7/26/2013,7:18AM,63,Overcast,AG,PC,NB,D2,,T,,,,,,,,,,
7/26/2013,7:18AM,63,Overcast,AG,PC,NB,B1,1081,N,P.man,M,A,,15.5,47.5,14.5,,,
7/26/2013,7:18AM,63,Overcast,AG,PC,NB,C2,1084,R,P.man,M,SA,,26,44,14,,,
7/26/2013,7:18AM,63,Overcast,SB,2009,NB,A1,1080,N,I.tri,M,A,,,,,,,
7/26/2013,5:42AM,63,Overcast,SF,2001,B,C4,,TNC,,,,,,,,,,
7/26/2013,5:42AM,63,Overcast,SF,2001,B,B4,,TNC,,,,,,,,,,
7/26/2013,5:42AM,63,Overcast,SF,2001,B,A5,,TNC,,,,,,,,,,
7/26/2013,5:42AM,63,Overcast,SF,2001,B,D4,1076,N,P.man,F,A,,18,57,15,,,
7/26/2013,5:42AM,63,Overcast,SF,2001,B,B2,1095,R,P.man,M,A,,18,,,,,
7/26/2013,6:37AM,63,Overcast,TC,2002.5,NB,D3,1059,R,P.man,F,SA,,12.5,,,,,
7/26/2013,6:37AM,63,Overcast,TC,2002.5,NB,E5,,TNC,,,,,,,,,,
7/26/2013,6:37AM,63,Overcast,TC,2002.5,NB,B3,1078,N,P.man,F,SA,,15,53.5,14.5,,Tag not good,
7/26/2013,6:37AM,63,Overcast,TC,2002.5,NB,E2,1079,N,P.man,M,A,,14,50.5,13.5,,,
7/26/2013,6:17AM,63,Overcast,TCR,C,NB,E5,,TNC,,,,,,,,,,
7/26/2013,6:17AM,63,Overcast,TCR,C,NB,C2,1077,N,P.leu,M,A,,14,74,17,,,
7/26/2013,6:17AM,63,Overcast,TCR,C,NB,C1,,N,I.tri,M,SA,,60,,,,Escaped,
7/27/2013,5:42AM,55,Partly cloudy,CCE,2007,B,C1,1082,RNT,P.man,M,SA,,21.5,58.5,14.5,,,
7/27/2013,5:42AM,55,Partly cloudy,CCE,2007,B,E2,1083,N,M.mus,F,A,P,21.5,52.5,14,,"Missing right hind foot, measured left",
7/27/2013,6:18AM,55,Partly cloudy,CCW,2008,B,E4,1061,RNT,P.man,F,A,,16.5,52,13.5,,,
7/27/2013,6:18AM,55,Partly cloudy,CCW,2008,B,E3,1150,RNT,P.man,M,A,,20.5,55,15,,,
7/27/2013,6:18AM,55,Partly cloudy,CCW,2008,B,B2,1105,N,P.man,M,A,,15.5,49,14.5,,,
7/27/2013,6:18AM,55,Partly cloudy,CCW,2008,B,A1,1106,N,P.man,M,A,,20.75,55,15,,,
7/27/2013,6:59AM,55,Partly cloudy,HL,2001,B,B1,1107,N,P.man,F,SA,,14.5,42.5,13,,,
7/27/2013,6:59AM,55,Partly cloudy,HL,2001,B,D2,1108,N,P.leu,M,SA,,14.5,58.5,16,,,
7/27/2013,7:54AM,55,Partly cloudy,HPN,2012,B,D5,1111,N,P.man,M,A,,18,15,13.5,,,
7/27/2013,7:07AM,55,Partly cloudy,HPW,2008,B,C3,1109,N,P.leu,M,A,,21.5,79,17,,,
7/27/2013,7:07AM,55,Partly cloudy,HPW,2008,B,A1,1110,N,P.man,M,A,,22,48.5,13.5,,,
7/28/2013,5:46AM,55,Overcast,CCE,2007,B,B4,1115,N,P.man,M,A,,20.5,51,15,,,
7/28/2013,5:46AM,56,Overcast,CCE,2007,B,A3,1116,N,M.mus,F,A,L,19.75,50,14.5,,,
7/28/2013,6:38AM,57,Overcast,CCW,2008,B,E4,1061,R,P.man,F,A,,19.5,,,,,
7/28/2013,6:38AM,60,Overcast,CCW,2008,B,A1,1106,R,P.man,M,A,,19.75,,,,,
7/28/2013,6:38AM,58,Overcast,CCW,2008,B,B3,1117,N,P.man,M,SA,,13.5,49,13.5,,,
7/28/2013,6:38AM,59,Overcast,CCW,2008,B,B2,1118,N,P.man,M,SA,,21,52,15,,,
7/28/2013,7:15AM,63,Overcast,HL,2001,B,E3,1122,RNT,P.man,F,SA,,13.25,54.5,13.5,,,
7/28/2013,7:15AM,64,Overcast,HL,2001,B,C3,,TNC,,,,,,,,,,
7/28/2013,7:15AM,65,Overcast,HL,2001,B,A4,1107,R,P.man,F,SA,,16,,,,,
7/28/2013,7:15AM,61,Overcast,HL,2001,B,A2,1119,N,P.man,M,A,,13.5,47.5,14.5,,,
7/28/2013,7:15AM,62,Overcast,HL,2001,B,C2,1121,N,P.man,M,SA,,15,52,14.5,,,
7/28/2013,7:54AM,60,Partly cloudy,HL,2001,B,B5,,N,I.tri,,,,,,,,Escaped,
7/28/2013,8:02AM,60,Partly cloudy,HPN,2012,B,A3,1176,N,P.man,F,A,PL,27,53,15,,,
7/28/2013,8:02AM,60,Partly cloudy,HPW,2008,B,B1,1123,RNT,P.man,M,A,,19,52,13,,,
7/28/2013,8:02AM,60,Partly cloudy,HPW,2008,B,D2,,TNC,,,,,,,,,,
7/28/2013,8:02AM,60,Partly cloudy,HPW,2008,B,A1,1110,R,P.man,M,A,,19,,,,,
8/20/2013,5:55AM,57,Clear,CCE,2007,B,A3,1177,RNT,P.man,M,SA,,15,57.5,14,,,
8/20/2013,5:55AM,57,Clear,CCE,2007,B,E2,1182,RNT,P.man,M,A,,18.5,51.5,15,,Both ears damaged; tagged left,
8/20/2013,5:55AM,57,Clear,CCE,2007,B,C5,,N,I.tri,,,,48,,,,Escaped,
8/20/2013,6:23AM,57,Clear,CCW,2008,B,D5,1178,RNT,P.man,F,A,,17.5,54.5,12.5,,,
8/20/2013,6:23AM,57,Clear,CCW,2008,B,A1,1183,RNT,P.man,F,A,,21.5,57.5,15,,Both ears damaged; tagged left,
8/20/2013,6:23AM,57,Clear,CCW,2008,B,A5,1184,RNT,P.man,M,A,,22.5,56,15,,,
8/20/2013,6:23AM,57,Clear,CCW,2008,B,E1,1186,RNT,P.man,M,A,,21,56,14.5,,Both ears damaged; tagged right.  One teste distended.,
8/20/2013,6:23AM,57,Clear,CCW,2008,B,C5,,T,,,,,,,,,,
8/20/2013,6:23AM,57,Clear,CCW,2008,B,C2,,T,,,,,,,,,,
8/20/2013,7:15AM,57,Clear,HL,2001,B,B3,1185,RNT,P.man,M,A,,19.5,49,15.4,,,
8/20/2013,7:15AM,57,Clear,HL,2001,B,E1,,T,,,,,,,,,,
8/20/2013,7:15AM,57,Clear,HL,2001,B,C3,,T,,,,,,,,,,
8/20/2013,7:15AM,57,Clear,HL,2001,B,D3,,T,,,,,,,,,,
8/20/2013,7:15AM,57,Clear,HL,2001,B,A4,1108,R,P.leu,M,A,,,58.5,15,,,
8/20/2013,7:15AM,57,Clear,HL,2001,B,A5,1181,N,P.leu,M,A,,22,81,18,,,
8/20/2013,8:33AM,57,Clear,HPN,2012,B,D4,1192,RNT,P.man,M,A,,14.5,46,14.5,,,
8/20/2013,8:33AM,57,Clear,HPN,2012,B,D3,1176,R,P.man,F,A,PL,29,53,15,,,
8/20/2013,7:45AM,57,Clear,HPW,2008,B,C2,1179,RNT,P.man,M,SA,,20,50.5,14,,,
8/20/2013,7:45AM,57,Clear,HPW,2008,B,A1,,T,,,,,,,,,,
8/20/2013,7:45AM,57,Clear,HPW,2008,B,C5,,T,,,,,,,,,,
8/20/2013,7:45AM,57,Clear,HPW,2008,B,E1,1180,N,P.man,M,SA,,20.5,50,16,,,
8/20/2013,7:45AM,57,Clear,HPW,2008,B,E4,1187,N,Z.hud,F,SA,,15,63,15.5,,,
8/20/2013,7:45AM,57,Clear,HPW,2008,B,C4,1190,N,P.leu,M,A,,15.5,73,18,,,
8/20/2013,7:45AM,57,Clear,HPW,2008,B,A2,,N,I.tri,F,A,,135,,,,Escaped,
8/21/2013,6:00AM,66,Clear,CCE,2007,B,D2,1198,RNT,P.man,F,A,P,24,56,15,,,
8/21/2013,6:00AM,66,Clear,CCE,2007,B,A2,,TNC,,,,,,,,,,
8/21/2013,6:00AM,66,Clear,CCE,2007,B,D5,1189,N,P.man,M,SA,,21.5,55,14,,,
8/21/2013,6:00AM,66,Clear,CCW,2008,B,A2,1200,RNT,P.man,F,A,,18,51.5,14.5,,,
8/21/2013,6:00AM,66,Clear,CCW,2008,B,A1,,E,,,,,,,,,Escaped,
8/21/2013,6:00AM,66,Clear,CCW,2008,B,,1105,R,P.man,M,A,,19,49,13,,,
8/21/2013,6:00AM,66,Clear,CCW,2008,B,D5,1178,R,P.man,F,A,,,,,,,
8/21/2013,7:15AM,70,Clear,HL,2001,B,A3,,TNC,,,,,,,,,,
8/21/2013,7:15AM,70,Clear,HL,2001,B,D3,,T,,,,,,,,,,
8/21/2013,7:15AM,70,Clear,HL,2001,B,A3,,TNC,,,,,,,,,,
8/21/2013,7:15AM,70,Clear,HL,2001,B,A4,1108,R,P.leu,M,A,,18.5,56,15.5,,,
8/21/2013,7:15AM,70,Clear,HL,2001,B,B3,1121,R,P.man,M,SA,,17.5,56,14.5,,,
8/21/2013,7:15AM,70,Clear,HL,2001,B,A5,1175,N,P.leu,M,SA,,16,68,18,,,
8/21/2013,8:00AM,70,Clear,HPN,2012,B,D5,,TNC,,,,,,,,,Bird!,
8/21/2013,8:00AM,70,Clear,HPN,2012,B,E1,,T,,,,,,,,,,
8/21/2013,8:00AM,70,Clear,HPN,2012,B,C2,1176,R,P.man,F,A,PL,29,53,15,,,
8/21/2013,8:00AM,70,Clear,HPN,2012,B,D4,1192,R,P.man,M,A,,14.5,46,14.5,,,
8/21/2013,8:00AM,70,Clear,HPN,2012,B,A4,1196,N,P.man,M,SA,,14.5,47.5,15.5,,,
8/21/2013,7:15AM,70,Clear,HPW,2008,B,D4,,,,,,,28,,,,Escaped,
8/21/2013,7:15AM,70,Clear,HPW,2008,B,A1,,TNC,,,,,,,,,,
8/21/2013,7:15AM,70,Clear,HPW,2008,B,C2,1179,R,,,,,,,,,,
8/21/2013,7:15AM,70,Clear,HPW,2008,B,E1,1180,R,P.man,M,SA,,20.5,50,16,,,
8/21/2013,7:15AM,71,Clear,HPW,2008,B,E5,1190,R,P.leu,M,A,,,,,,,
8/21/2013,7:15AM,70,Clear,HPW,2008,B,E4,1194,N,P.man,M,A,,23.5,54,15,,,
8/21/2013,7:15AM,70,Clear,HPW,2008,B,B2,,N,I.tri,,,,122,,,,Escaped,
8/21/2013,7:15AM,70,Clear,HPW,2008,B,B1,,N,P.leu,M,A,,18.5,67,18,,Escaped,
8/22/2013,6:45AM,72,Rainy,AG,PC,NB,A5,1197,RNT,P.man,M,A,,22.5,53,15,,,
8/22/2013,6:45AM,72,Rainy,AG,PC,NB,C3,,N,P.man,M,A,,19.5,52,15,,Both ears damaged tagged right,
8/22/2013,7:15AM,72,Rainy,SB,2009,NB,,,No Captures,,,,,,,,,All bait taken by crickets for entire plot.,
8/22/2013,8:45AM,74,Rainy,SF,2001,B,D2,1136,RNT,P.man,M,A,,19.5,52.5,15,,Nose bleed,
8/22/2013,8:45AM,74,Rainy,SF,2001,B,D1,1172,N,P.man,F,A,P,17.5,47,14,,,
8/22/2013,8:20AM,72,Rainy,TC,2002.5,NB,E2,1163,RNT,P.man,F,A,,13.5,53,14.5,,,
8/22/2013,8:20AM,72,Rainy,TC,2002.5,NB,B1,,,,,,,12.5,,,,Escaped,
8/22/2013,8:20AM,72,Rainy,TC,2002.5,NB,B2,,TNC,,,,,,,,,,
8/22/2013,8:20AM,72,Rainy,TC,2002.5,NB,E3,,N,I.tri,,,,,,,,Escaped,
8/22/2013,7:45AM,72,Rainy,TCR,C,NB,E5,1162,RNT,P.leu,M,A,,20.5,72,18,,,
8/22/2013,7:45AM,72,Rainy,TCR,C,NB,D4,1193,N,P.leu,F,A,,17,68,17.5,,,
